,id,Resource Name,Launch URL,Launch URL Languge,Organisation Name,Launch URL Date,Resources Offered,Access Method,Operating Hours,Freeform Address,Postcode,State/WP,City,GPS Plus Code,Contact Method(s),Contact Number(s),Latest Social Media Post URL,Latest Social Media Post Date,Imported by User,Info Source,Import Batch Name,Import Date,GPS Latitude,GPS Longitude,Resource End Date,Contact Name,Religious,Any Other Limits?,Access Method Other,Donations Bank Info,Donations Accepted,Freeform Notes Misc,Resource Freeform Notes,Other Contact Details,Contact Freeform Info,Must Contact First,Quantity Limits,Other Limits Details,Unique Identifier(RL),Import Status,Covers Area?,Donations Accepted Other,Estimated Supply Levels,Launch Freeform Text,Government Funded,Inactive?,Resources Offered Other,Launch URL Language Other,createdTime
87,recFGSTmR34Ec3fV9,糯圆美食工坊 Foodshelf - Pulai Utama,https://www.facebook.com/permalink.php?story_fbid=127180712893960&id=104920995119932,['Mandarin'],糯圆美食工坊,,,,,,,,,,,,https://www.facebook.com/permalink.php?story_fbid=130116029267095&id=104920995119932,,Jibbs,Social Media Post,Initial Import,2021-07-13T10:55:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,True,,,2021-07-13T10:55:26.000Z
88,recCiPBZFwm5AkEws,Famosity Hardware & Paints Foodshelf - Pulai Pearl Park,https://www.facebook.com/permalink.php?story_fbid=256601882893591&id=101026948451086,"['English', 'Chinese']",Famosity Hardware & Paints Plt,2021-07-03,,['Self-Service'],"Monday-Saturday 8am-6pm, Sunday 8am-1pm","14, Jalan Pulai Mutiara 4/3, Taman Pulai Mutiara, 81300 Johor Bahru, Johor, Malaysia",,Johor,Johor Bahru,"GHHJ+2P Johor Bahru, Johor, Malaysia","['Call', 'Email']",+60 12-724 3843,https://www.facebook.com/permalink.php?story_fbid=257815046105608&id=101026948451086,2021-07-05,Jibbs,Social Media Post,Initial Import,2021-07-13T11:03:43.000Z,1.5275625,103.5818125,,,,,,,['Dry Goods'],,, famosityhardware@yahoo.com,,,,,,,,,,,,,,,2021-07-13T11:03:43.000Z
89,recgcGBxLt8sRdxzK,Gerobok Rezeki IRDK,https://www.facebook.com/irdkprihatin/photos/a.1804503316541537/2999793647012492/,['Malay'],IRDK,2021-06-10,['General Supplies'],['Self-Service'],24h,"Perol Post Office, Bt 8, Jalan Kg. Nilam Baru, 16450 Kota Bharu, Kelantan",16450.0,Kelantan,Kota Bharu,"269R+6H Kota Bharu, Kelantan",,,https://www.facebook.com/irdkprihatin/photos/a.1804503316541537/3024514101207113/,2021-07-10,Jinying,Social Media Post,Initial Import,2021-07-13T10:12:20.000Z,6.0180625,102.2414375,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T10:12:20.000Z
90,reco7V13naYcZ4ujO,iSejahtera Food Aid,https://www.facebook.com/photo?fbid=10158385926436478&set=a.10158379320476478,['Malay'],iSejahtera,2021-07-02,['General Supplies'],['Arrange Pickup'],,"Pejabat Urusan iSejahtera Malaysia, Lot 1242, Kg Khatib Ali,15200 Kota Bharu, Kelantan",15200.0,Kelantan,Kota Bharu,,['WhatsApp'],014 8275 588,https://www.facebook.com/photo?fbid=10158385926436478&set=a.10158379320476478,2021-07-02,Jinying,Social Media Post,Initial Import,2021-07-13T10:25:09.000Z,,,,Syazwan,,,,,"['Dry Goods', 'Fresh Goods']",,Specified baby products and rice as among the goods offered,,,True,,,,,True,,,,,,,,2021-07-13T10:25:09.000Z
91,recgiqDG9b8htkFSH,Food Aid by Pertubuhan Cakna Asnaf Kelantan,https://www.facebook.com/pertubuhancaknaasnaf.kelantan,['Malay'],Pertubuhan Cakna Asnaf Kelantan,2021-06-07,['General Supplies'],['Arrange Pickup'],,?,,Kelantan,Bachok,,['Call'],01119413639,https://www.facebook.com/photo/?fbid=143384361230751&set=pcb.143384437897410&__cft__[0]=AZUKJuyfiWPremVkbgyE8eTjLFolL_ox241LClBEPt9HLYlWkX33R0_wOAcPSaDNm_ElmUGkDiHqQZMgOp9_hocQqqGnZYIfdfnZ3IqW8mXkMqPm13rhWeSVKu7e7EUte18&__tn__=*bH-R,2021-07-13,Jinying,Social Media Post,Initial Import,2021-07-13T10:37:29.000Z,,,,,,,,100-5055-000000-084 (MBSB),"['Funding', 'Fresh Goods', 'Dry Goods']",,,,,True,,,,,True,,0.8,,,,,,2021-07-13T10:37:29.000Z
92,recZ1YGLrtpF7Gv8p,Semabok Food Bank,https://fb.watch/v/3vs7I3d0G/,['Mandarin'],Kedai Ubat Wan Ho Heng S/B,2021-06-29,['Premade Meals'],['Self-Service'],9AM - 8PM,"No 5-1, Jalan Ps 4, Plaza Semabok,",75050.0,Malacca,Malacca City,57V8+WP Malacca,,,https://www.facebook.com/335161223998304/posts/1051894905658262/,2021-07-10,katabana,Social Media Post,Initial Import,2021-07-12T00:40:44.000Z,2.1948125,102.2668125,,016-2606818,,,,,['Other'],,,,,,,,,,,Food,,,,,,,2021-07-12T00:40:44.000Z
93,recPtLj7hgKUZgPMq,Baby Food Bank,https://www.facebook.com/hui.sheng.9/posts/10226393085677579,"['Mandarin', 'English']",Baby Fortress Baby Shop,2021-07-04,['Other'],['Self-Service'],11AM - 7PM,"No 135-G, Jalan S2 B21, Pusat Daganga Seremban 2 Centrio",70300.0,Negeri Sembilan,Seremban,"MWR3+XF Seremban, Negeri Sembilan",['Call'],+60173552087,https://www.facebook.com/hui.sheng.9/posts/10226393085677579,2021-07-04,katabana,Social Media Post,Initial Import,2021-07-12T00:50:15.000Z,2.6924375,101.9036875,,,,,,,,,,,,,,,,,,,,,,,Baby Supplies,,2021-07-12T00:50:15.000Z
94,recOQ3EaBtezulhVL,Food bank at Petronas Sg Buloh Layby,https://www.facebook.com/groups/994073020946755/permalink/1532344093786309/,['English'],?,2021-07-03,['General Supplies'],['Self-Service'],24h,,47000.0,Selangor,Sungai Buloh,"6HFG+QR Sungai Buloh, Selangor",['Call'],"018-3069688 (BRANCH CONTACT, NOT FOOD BANK ORGANISER'S)",https://www.facebook.com/groups/994073020946755/permalink/1532344093786309/,2021-07-03,katabana,Social Media Post,Initial Import,2021-07-12T01:03:33.000Z,3.2244375,101.5770625,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-12T01:03:33.000Z
95,recubhuZkkTxFEZkC,Brado Motorsport Spa,https://m.facebook.com/story.php?story_fbid=1848614635320058&id=247050252143179,['English'],Brado Motorsport Spa,2021-06-30,,,,,,,,,,,https://m.facebook.com/story.php?story_fbid=1848614635320058&id=247050252143179,,katabana,Social Media Post,Initial Import,2021-07-12T01:13:30.000Z,,,,,,,,,,,,,,,,,,,,,,,,True,,,2021-07-12T01:13:30.000Z
96,recd3WrLkdsvWxDHn,Food bank by Genius Aulad Saujana Utama,https://www.facebook.com/photo?fbid=10158380246021478&set=a.10158379320476478,['English'],Genius Aulad Saujana Utama,2021-06-29,,,,,,,,,,,https://www.facebook.com/photo?fbid=10158380246021478&set=a.10158379320476478,2021-06-29,katabana,Social Media Post,Initial Import,2021-07-12T01:31:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,True,,,2021-07-12T01:31:14.000Z
97,recKpATh39hOQRom0,Food bank by MM Infinity Holdings,https://www.facebook.com/groups/2147955762098133/permalink/3284008895159475/,"['English', 'Mandarin']",MM Infinity Holdings,2021-07-02,['General Supplies'],['Self-Service'],,"52A, Jalan BSC 2B/2, Prescint 2, Bandar Seri Coalfield",47000.0,Selangor,Sungai Buloh,"6FWF+QH Sungai Buloh, Selangor",['Call'],+60126883154,https://www.facebook.com/groups/2147955762098133/permalink/3284008895159475/,2021-07-02,katabana,Social Media Post,Initial Import,2021-07-12T01:51:44.000Z,3.2469375,101.4739375,,,,,,Food donation must be halal,"['Dry Goods', 'Funding']",,,,,,,,,,,,,,,,,,2021-07-12T01:51:44.000Z
98,recwvVIysUSikVmy4,We Love We Care,,,Tzu Chi Malaysia,,,"['Home Delivery', 'Self-Service', 'Arrange Pickup']",24h,"No 359, Jalan Kepong",52000.0,Kuala Lumpur,Kepong,"6J5X+RR Kuala Lumpur, Federal Territory of Kuala Lumpur",['Call'],0362563800,,,katabana,"Other (WhatsApp forward, free text)",Initial Import,2021-07-12T02:05:16.000Z,3.2095625,101.6495625,,,,,,,['Funding'],,,,,True,,,,,,,,"Company Website
https://www.tzuchi.my/en/covid-19/welove-wecare",,,,,2021-07-12T02:05:16.000Z
99,recWSygIHwWVwj7bY,Food bank by J&T Premium Courier Point Cheng Baru,https://www.facebook.com/578251912855386/posts/783616768985565/,"['Malay', 'Mandarin', 'English']",J&T Premium Courier Point Cheng Baru,2021-07-01,['General Supplies'],"['Self-Service', 'Home Delivery']",8AM - 7PM,"No. 24, Jalan Cheng Baru 1, Taman Cheng Baru",75250.0,Malacca,Malacca,"76G8+69 Taman Cheng Baru, Cheng, Malacca",['Call'],0169060331,https://www.facebook.com/JT-Express-Premium-Collection-Point-Cheng-Baru-Melaka-578251912855386,2021-07-04,katabana,Social Media Post,Initial Import,2021-07-12T02:36:57.000Z,2.2755625,102.2159375,,,,,,,,,Milk Powder can be requested directly from counter.,,,,,,,,,,,,,,,,2021-07-12T02:36:57.000Z
100,recUNndgAT6J2md52,Food bank at Posstore Perling-Jalan Rawa,https://www.facebook.com/posstore3047/posts/138739618360693,['Mandarin'],Posstore Perling-Jalan Rawa,2021-07-01,['General Supplies'],['Self-Service'],?,"149, Jalan Rawa, Taman Amira",81200.0,Johor,Johor Bharu,"FMF9+2X Johor Bahru, Johor",['Call'],01127734115,https://www.facebook.com/posstore3047/posts/138739618360693,2021-07-01,katabana,Social Media Post,Initial Import,2021-07-12T06:42:50.000Z,1.4725625,103.6699375,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T06:42:50.000Z
101,recrY09WkN7YypiDC,Food bank at One Belief Tyre & Wheels,https://www.facebook.com/story.php?story_fbid=1721762781343251&id=174462479406630,['Mandarin'],One Belief Tyre & Wheels,2021-07-01,['General Supplies'],['Self-Service'],?,"76, Jalan Eco Cascadia 6/2, Taman Eco Cascadia",81100.0,Johor,Johor Bharu,"HQJ6+F2 Johor Bahru, Johor",['Call'],0106643314,https://www.facebook.com/story.php?story_fbid=1721762781343251&id=174462479406630,2021-07-01,katabana,Social Media Post,Initial Import,2021-07-12T06:54:02.000Z,1.5811875,103.7600625,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-12T06:54:02.000Z
102,recoSHeEeJbqNLhnJ,Food bank at Pachem Thai Food,https://www.facebook.com/photo?fbid=10158387721051478&set=a.10158379320476478,['English'],Pachem Thai Food,2021-07-03,['General Supplies'],"['Self-Service', 'Home Delivery']",11.30am - 6pm,No 2 Jalan Dedap 15  Taman Johor Jaya,81100.0,Johor,Johor Bharu,"GRR2+V4 Johor Bahru, Johor",['Call'],011-69993188,https://www.facebook.com/pachemthaifood/,2021-07-07,katabana,Social Media Post,Initial Import,2021-07-12T07:05:02.000Z,1.5421874999999998,103.8003125,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-12T07:05:02.000Z
103,recenZ3LzXloBzMF5,Food bank by JB YAP BROTHERS FOOD SDN BHD,https://www.facebook.com/story.php?story_fbid=4283522105047428&id=143619535704393,"['Malay', 'Mandarin', 'English']",JB YAP BROTHERS FOOD SDN BHD,2021-07-01,['General Supplies'],['Self-Service'],Mon-Sat 9AM - 6.30PM,"NO.30 JALAN BAKAWALI 49, TAMAN JOHOR JAYA",81100.0,Johor,Johor Bharu,"GQRW+7F Johor Bahru, Johor",['Call'],012-7708844,https://www.facebook.com/jbyapbrothers/,2021-07-10,katabana,Social Media Post,Initial Import,2021-07-12T07:36:43.000Z,1.5406875,103.7961875,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-12T07:36:43.000Z
104,recYjbbJVHe026rj4,Food bank at Poseidon Seafood Empire,https://www.facebook.com/story.php?story_fbid=275591357651180&id=105206621356322,['Mandarin'],Poseidon Seafood Empire,2021-07-03,['General Supplies'],['Self-Service'],?,"No 156 Jalan Sri Pelangi, Taman Pelangi",80400.0,Johor,Johor Bharu,"FQHF+PV Johor Bahru, Johor",['Call'],0103073009,https://www.facebook.com/story.php?story_fbid=275591357651180&id=105206621356322,2021-07-03,katabana,Social Media Post,Initial Import,2021-07-12T07:51:57.000Z,1.4793125,103.7746875,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T07:51:57.000Z
105,reczF1DupcOEYuwOW,Food bank at J&T Express Tampoi Indah,https://www.facebook.com/MsyXiAooYi/posts/4203051136454965,,J&T Express Tampoi Indah,2021-07-04,['General Supplies'],['Self-Service'],?,"G41, Jalan Mawar 4, Taman Tampoi Indah",81200.0,Johor,Skudai,"GM7M+72 Skudai, Johor",['Call'],0177018321,https://www.facebook.com/MsyXiAooYi/posts/4203051136454965,2021-07-04,katabana,Social Media Post,Initial Import,2021-07-12T08:03:01.000Z,1.5131875,103.6825625,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T08:03:01.000Z
106,recFJrWG37aYaDT8E,Food bank at ANIQ MAJU JAYA ENTERPRISE,https://www.facebook.com/photo?fbid=10158384219946478&set=a.10158379320476478,['Malay'],ANIQ MAJU JAYA ENTERPRISE,2021-07-01,['General Supplies'],['Self-Service'],,"NO982 bawah, Jalan Mersing batu 2",86000.0,Johor,Kluang,,,,https://www.facebook.com/photo?fbid=10158384219946478&set=a.10158379320476478,2021-07-01,katabana,Social Media Post,Initial Import,2021-07-12T08:23:09.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07-12T08:23:09.000Z
107,recUAVEEQsQvg0yo6,Food bank at Dr Cermin Sdn Bhd,https://www.facebook.com/story.php?story_fbid=4296187603776565&id=100001561033284,['Malay'],Dr mirror Sdn Bhd,2021-07-01,['General Supplies'],['Self-Service'],?,"18,Jalan Ara 2, Taman Rinting ",81750.0,Johor,Masai,"FVRF+VH Pasir Gudang, Johor",['Call'],+60137133896,https://www.facebook.com/story.php?story_fbid=4296187603776565&id=100001561033284,2021-07-01,katabana,Social Media Post,Initial Import,2021-07-13T03:09:29.000Z,1.4921875,103.8739375,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T03:09:29.000Z
108,recnxL9MIJvVTCfkU,Food bank by Care Family Clinic,https://www.facebook.com/story.php?story_fbid=2613727075588851&id=1539284629699773,['Mandarin'],Care Family Clinic,2021-07-02,['General Supplies'],"['Self-Service', 'Home Delivery']",Mon-Sat 10AM-5PM,"5, Jln Kota 1, Taman Cahaya Kota Putri",81750.0,Johor, Masai,"FRRV+H3 Masai, Johor",['Call'],+6073804002,https://www.facebook.com/carefamilyclinic/,2021-07-07,katabana,Social Media Post,Initial Import,2021-07-13T03:17:18.000Z,1.4914375,103.8426875,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T03:17:18.000Z
109,recNYo8BnuotjToFT,Food bank by Performancelub Enterprise,https://www.facebook.com/story.php?story_fbid=10222179135320724&id=1034280365,['Mandarin'],Performancelub Enterprise,2021-07-01,['General Supplies'],['Self-Service'],?,"No. 266, Jalan Padi Mahsuri 2, Taman Senai Baru",81400.0,Johor,Senai,"JM66+93 Senai, Johor",['Call'],+60193217199,https://www.facebook.com/story.php?story_fbid=10222179135320724&id=1034280365,2021-07-01,katabana,Social Media Post,Initial Import,2021-07-13T03:26:41.000Z,1.6109375,103.6601875,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T03:26:41.000Z
110,recBzdOrv7drMoAGL,Food bank by Kafe Dulang Ayan,https://www.facebook.com/photo?fbid=10158380245466478&set=a.10158379320476478,['Malay'],Kafe Dulang Ayan,2021-07-29,['General Supplies'],['Self-Service'],?,"No 99, Jalan Impian Senai Utama, Taman Impian Senai",81400.0,Johor,Senai,"HJVW+HV Senai, Johor",['Call'],+60197558040,https://www.facebook.com/Kafe-Dulang-Ayan-101662317922181,2021-07-29,katabana,Social Media Post,Initial Import,2021-07-13T03:38:19.000Z,1.5939375,103.6471875,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T03:38:19.000Z
111,recWtzztNGsKjNbyl,Food Bank by Chaqura Group,https://www.facebook.com/photo/?fbid=10223944552060547&set=gm.307957987682937,['Malay'],Chaqura Group,2021-06-14,['General Supplies'],['Self-Service'],,"LOT 49043, Jalan Perdagangan, Taman Universiti",81300.0,Johor,Skudai,"GJVG+6R Skudai, Johor",['Call'],"012-7211706, 017-7711772",https://www.facebook.com/photo/?fbid=10223944552060547&set=gm.307957987682937,2021-06-14,katabana,Social Media Post,Initial Import,2021-07-13T03:49:57.000Z,1.5430625,103.6270625,,,,,,,['Dry Goods'],,,,"contact provided is from The Toolbox Hardware, where food bank is located. supported by Chaqura Group.",,,,,,,,,,,,,,2021-07-13T03:49:57.000Z
112,recjnDdz74DmXkLut,Food bank by 紫靈宫東北城隍府 (Zhi Lin Palace of God from NE),https://www.facebook.com/groups/1581581895505671/permalink/2830802277250287/,['Mandarin'],紫靈宫東北城隍府 (Zhi Lin Palace of God from NE),2021-07-03,['General Supplies'],['Self-Service'],?,2 JALAN SILAT HARIMAU 2 TAMAN SELESA JAYA,81300.0,Johor,Skudai,"FJVM+3P Skudai, Johor",['FB Message'],,https://www.facebook.com/groups/1581581895505671/,2021-07-07,katabana,Social Media Post,Initial Import,2021-07-13T04:04:32.000Z,1.4926875,103.6343125,,,,,,,"['Dry Goods', 'Fresh Goods']",,,https://www.facebook.com/groups/1581581895505671/,,,,,,,,,,,,,,,2021-07-13T04:04:32.000Z
113,recPefULHYr28U1vl,Food bank by WW Kopitiam 2,https://www.facebook.com/story.php?story_fbid=10158540582252602&id=649162601,['Mandarin'],WW Kopitiam 2,2021-06-30,['General Supplies'],['Self-Service'],1PM-5PM,"Lrg Seri Kuantan 48, East Coast Garden",25250.0,Pahang,Kuantan,"R8GP+38 Kuantan, Pahang",,,https://www.facebook.com/groups/326625721870508,2021-07-03,katabana,Social Media Post,Initial Import,2021-07-13T04:21:10.000Z,3.8251875,103.3358125,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,no tel no on fb or google map. can try contact through their fb group @ https://www.facebook.com/groups/326625721870508,,,,,,,,,,,,,,2021-07-13T04:21:10.000Z
114,recK3ZO5mxxCBud61,Food bank by Ji Mu Optic House Kuantan,https://www.facebook.com/story.php?story_fbid=331523231969548&id=102425474879326,"['Malay', 'Mandarin']",Ji Mu Optic House Kuantan,2021-07-01,"['General Supplies', 'Premade Meals']",['Self-Service'],?,"B-26 Ground Floor, 2, Lorong Tun Ismail 8, Sri Dagangan Bussiness Centre",25000.0,Pahang,Kuantan,"R88H+RJ Kuantan, Pahang",['Call'],+60129288903,https://www.facebook.com/Ji-Mu-Optic-House-Kuantan-%E5%90%89%E7%9B%AE%E7%9C%BC%E9%95%9C%E5%B1%8B-102425474879326/,2021-07-13,katabana,Social Media Post,Initial Import,2021-07-13T04:28:50.000Z,3.8170625,103.3290625,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-13T04:28:50.000Z
115,rec0d8SAj7jNWVvC8,Food bank by TMG Mart,https://www.facebook.com/groups/135529773170949/permalink/4259345050789380/,['Mandarin'],TMG Mart,2021-07-02,"['General Supplies', 'Premade Meals']",['Self-Service'],?,"A1, Transit Point, Jalan Lim Hoe Lek, Taman Union",25200.0,Pahang,Kuantan,"R8CG+76 Kuantan, Pahang",['Call'],+6095679888,https://www.facebook.com/TMGMart,2021-07-10,katabana,Social Media Post,Initial Import,2021-07-13T06:26:22.000Z,3.8206875,103.3255625,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-13T06:26:22.000Z
116,rec2lA3UxhTsbQD0r,Food bank by TMG Mart-Express 3000,https://www.facebook.com/groups/135529773170949/permalink/4259345050789380/,['Mandarin'],TMG Mart,2021-07-02,"['General Supplies', 'Premade Meals']",,?,"B5,B7,B7A,B9, Jalan Air Putih",25250.0,Pahang,Kuantan,"R8PP+HQ Kuantan, Pahang",['Call'],+6095679888,https://www.facebook.com/TMGMart,2021-07-10,katabana,Social Media Post,Initial Import,2021-07-13T06:32:45.000Z,3.836437499999999,103.3369375,,,,,,,"['Dry Goods', 'Fresh Goods']",,,,,,,,,,,,,,,,,,2021-07-13T06:32:45.000Z
117,rec8kPSIPLhPkFpPj,Food bank by TMG Mart,Food bank by TMG Mart	https://www.facebook.com/groups/135529773170949/permalink/4259345050789380/,['Mandarin'],TMG Mart - Sg Isap,2021-07-02,"['General Supplies', 'Fresh Supplies']",['Self-Service'],?,"A-35-A-47, Pusat Komersial Batu 3, Jalan Sungai Isap",25150.0,Pahang,Kuantan,"Q7MP+95 Kuantan, Pahang",['Call'],+6095679888,https://www.facebook.com/TMGMart,2021-07-10,katabana,Social Media Post,Initial Import,2021-07-13T06:40:03.000Z,3.7834375,103.2854375,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-13T06:40:03.000Z
118,recUNbBEQLZHEIAlE,Food Bank Melaka,https://www.facebook.com/335161223998304/posts/1046083002906119/,['Mandarin'],,,['Premade Meals'],['Self-Service'],,"Butik dan Kafe Cherry, 1165-1, Batu 3 1/2 Semabok, 75050 Melaka",75050.0,Malacca,Cheng,"57VQ+8C Malacca, Malaysia",,016-2606818,,2021-07-21,katabana,,Initial Import,2021-07-13T06:49:41.000Z,2.1933125,102.2885625,,,,,,,,,,,,,,,ImportRL57,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T06:49:41.000Z
119,recNVwYh5ZNRLSgxw,Food bank (BABY FOOD ONLY) at BB Fortress Baby Shop,https://www.facebook.com/hui.sheng.9/posts/10226393085677579,"['English', 'Mandarin']",,2021-07-21,['Baby Supplies'],['Self-Service'],11am - 7pm,"2 locations:BB Fortress Seremban 2 (Centrio),No 135-G,Jalan S2 B21,Pusat Dagangan Seremban 2 Centrio,70300 Seremban and BB Fortress Seremban Town (Carrot),No 15, PKL Road 2, Radish Commercial Center,Seremban",,Negeri Sembilan,Seremban,"MWR3+XF Seremban, Negeri Sembilan, Malaysia",,017-3552087,,2021-06-21,katabana,,Initial Import,2021-07-13T06:49:47.000Z,2.6924375,101.9036875,,,,,,,,,,,,,,,ImportRL72,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T06:49:47.000Z
120,rec22wQANvHTvuVZJ,Food bank by Genius Aulad Saujana Utama,https://www.facebook.com/photo?fbid=10158380246021478&set=a.10158379320476478,['Malay'],,2021-07-21,,,,"No 33-1 & 35-1, Jln Bidara 10, 47000 Sh Buloh, Selangor",,Selangor,Sungai Buloh,,,019-3354522,,,katabana,,Initial Import,2021-07-13T13:22:56.000Z,,,,Pn. Ashikin,,,,,,,,,,,,,ImportRL93,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T13:22:56.000Z
121,recoPu58J8qDtEJEO,Food bank by MM Infinity Holdings,https://www.facebook.com/groups/2147955762098133/permalink/3284008895159475/,"['English', 'Mandarin']",,2021-07-21,['General Supplies'],['Self-Service'],,"52A, Jalan BSC 2B/2, Prescint 2, Bandar Seri Coalfields, 47000 Sungai Buloh, Selangor",,Selangor,Sungai Buloh,"6FRH+8X Sungai Buloh, Selangor, Malaysia",,012-6883154,,2021-07-21,katabana,,Initial Import,2021-07-13T13:22:56.000Z,3.2408125,101.4799375,,,,,,,,,,,,,,,ImportRL94,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T13:22:56.000Z
122,recmWkSFtoq8RvwZy,Food bank at Petronas Sg Buloh Layby,https://www.facebook.com/groups/994073020946755/permalink/1532344093786309/,['Malay'],,2021-07-21,['General Supplies'],['Self-Service'],,,,Selangor,Sungai Buloh,,,"018-3069688 (BRANCH CONTACT, NOT FOOD BANK ORGANISER'S)",,2021-07-11,katabana,,Initial Import,2021-07-13T13:23:00.000Z,,,,,,,,,,,,,,,,,ImportRL96,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T13:23:00.000Z
123,rec9oz6B3aotiAmUz,Food bank by Jpkk Gong Chengal,https://www.facebook.com/story.php?story_fbid=1695935270593675&id=853285058192038,['Malay'],YB Ir Saiful Azmi Suhaili,2021-06-16,['General Supplies'],"['Self-Service', 'Home Delivery']",?,"Lor Seberang 2, Kampung Baru",24210.0,Terengganu,Kemasik,"CF92+PG Kemasik, Terengganu",['Call'],"0139783932, 0199064609, 0139426567",https://www.facebook.com/story.php?story_fbid=1695935270593675&id=853285058192038,2021-06-16,katabana,Social Media Post,Initial Import,2021-07-14T02:47:17.000Z,4.4193125,103.4513125,,,,,,,['Dry Goods'],,,,,,,,,,,,,,,,,,2021-07-14T02:47:17.000Z
124,recJ3oUhKPnd7kSO5,Food Bank Mek Awang Cafe,https://www.facebook.com/story.php?story_fbid=10159146796358548&id=589103547,"['Malay', 'Mandarin']",Mek Awang Cafe,2021-07-11,"['General Supplies', 'Fresh Supplies', 'Premade Meals']","['Self-Service', 'Home Delivery']",24h,"162, Jalan Kampung Cina, Kampung Banggul",20100.0,Terengganu,Kuala Terengganu,"84MM+84 Kuala Terengganu, Terengganu",['Call'],+6096220104,https://www.facebook.com/MekAwangKT/,2021-07-12,katabana,Social Media Post,,2021-07-14T04:52:47.000Z,,,,,,,,,"['Dry Goods', 'Fresh Goods', 'Other']",,Refill @ 11am & 8pm,,,,3 item/person,,,,,"premade meal, etc",,,,,,,2021-07-14T04:52:47.000Z
125,rec4RavrqCvIPCqpe,Food banks by RD STAR Food Bank,https://m.facebook.com/story.php?story_fbid=2946414628954268&id=2055948784667528,"['Mandarin', 'Malay', 'English']",RD Star Enterprise,2021-07-21,['General Supplies'],['Self-Service'],,"2 locations: No. 25, Jalan Kundang 1, Taman Bukit Pasir 
No. 6 Jalan Melinja 1, Taman Santalia, Tongkang Pecah",8300053000.0,Johor,"Batu Pahat, Tongkang Pecah","VW8R+43 Batu Pahat, Johor, Malaysia
WWCX+2V Tongkang Pechah, Batu Pahat, Johor, Malaysia",['Call'],010-5179299,https://www.facebook.com/permalink.php?story_fbid=2951746565087741&id=2055948784667528,2021-07-21,kilowatt,,Initial Import,2021-07-13T06:49:42.000Z,,,,?,,,,,,,,,,,,,ImportRL60,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T06:49:42.000Z
126,recwk0e7M0myubRBs,Food bank,https://twitter.com/MegatAD/status/1410640867946164224,['Malay'],Gerai Baryani Tapau,2021-07-01,['General Supplies'],['Self-Service'],,"T/L 35, Jalan Parit Besar, 83000 Batu Pahat, Johor",83000.0,Johor,Batu Pahat,"VX84+CH Batu Pahat, Johor, Malaysia",['Call'],"017-840-5365, 012-730-6963",https://twitter.com/MegatAD/status/1410640867946164224,2021-07-01,kilowatt,,Initial Import,2021-07-13T06:49:42.000Z,1.8660625,102.9564375,,"Apit, Encik Fandy",,,,,,,,,,,,,ImportRL59,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T06:49:42.000Z
127,rec2mv5Yn02KAMxUg,Food bank in Happy Laundry by Kayalvili Ravi,https://www.facebook.com/100006673325846/posts/2998299083735840/?d=n,"['English', 'Tamil']",Happy Laundry,2021-03-21,['General Supplies'],['Self-Service'],,"20, Jalan Titiwangsa 3/2, Taman Tampoi Indah, 81200 Johor Bahru, Johor",81200.0,Johor,Johor Bahru,"GM4Q+RG Johor Bahru, Johor, Malaysia",['WhatsApp'],014-630-5560,https://www.facebook.com/100006673325846/posts/2998299083735840/?d=n,2021-03-21,kilowatt,,Initial Import,2021-07-13T06:49:43.000Z,1.5070625,103.6888125,,?,,,,,,,,,,,,,ImportRL63,4-Upgraded: Ready to Contact,,,,,,,,,2021-07-13T06:49:43.000Z
